advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kati Piri	PvdA	254626848046622	Facebook	f	Facebook	2	1	1998	0	198	0
Malachy Hand - FF Local Election Candidate for South Roscommon	Hand Malachy	949185501928800	Facebook	f	Facebook	2	1	1998	0	198	0
David Lega	Kristdemokraterna	251829904829983	Facebook	f	Facebook	2	1	1998	0	18	0
Compromís per Novelda	Compromís	661474610630519	Facebook	f	Facebook	2	1	1998	0	198	0
CDU Mein Altensteig	CDU-Stadtverband Altensteig	2605830436157588	Facebook	f	Facebook	2	1	1998	0	198	0
Magyar Kereszténydemokrata Szövetség	Magyar Kereszténydemokrata Szövetség	124771041038345	Facebook	f	Facebook	2	1	1998	0	198	0
Plaid Cymru Montgomeryshire / Maldwyn	Plaid Cymru Maldwyn 	407476889268616	Facebook	f	Facebook	2	1	1998	0	229	0
Alternativet	Alternativet	676061179094769	Facebook	f	Facebook	2	1	1998	0	26	0
Linus Lakso - MP	Miljöpartiet de gröna	1038425926323402	Facebook	f	Facebook	2	1	1998	0	18	0
Roland Heintze	CDU Landesverband Hamburg	751240091655625	Facebook	f	Facebook	2	1	1998	0	198	0
Tierschutz hier	Rudolf Görg 	2309063122705796	Facebook	f	Facebook	2	1	1998	0	198	0
Groen	Groen	84920854319	Facebook	f	Facebook	2	1	1998	0	198	0
Jakob Schäuble	FDP Ingolstadt	1873283949575191	Facebook	f	Facebook	2	1	1998	0	198	0
Hanne Bjørn-Klausen, Det Konservative Folkeparti	Bjorn Hanne Bonderup	796255540533364	Facebook	f	Facebook	2	1	1998	0	26	0
Koen Geens	CD&V	294055357407926	Facebook	f	Facebook	2	1	1998	0	198	0
CDU Kreisverband Ahrweiler	CDU Kreisverband Ahrweiler	400923533270421	Facebook	f	Facebook	2	1	1998	0	198	0
CDU Grafschaft	CDU Grafschaft	124943844303250	Facebook	f	Facebook	2	1	1998	0	198	0
Cormac MacGowan	Mac Gowan Cormac	2224427621206563	Facebook	f	Facebook	2	1	1998	0	198	0
Maria Johansson Liberalerna	Johansson Maria Birgitta	200983887194604	Facebook	f	Facebook	2	1	1998	0	18	0
Andreas von Brühl	Andreas Sebastian Graf Von Brühl 	227743204230314	Facebook	f	Facebook	2	1	1998	0	198	0
VBE NRW	Verband Bildung und Erziehung NRW e.V.	337954219575798	Facebook	f	Facebook	2	1	1998	0	198	0
Jarosław Wałęsa	KKW Koalicja Europejska PO PSL SLD N Zieloni	433052760111334	Facebook	f	Facebook	2	1	1998	0	46	0
Candice Vanhecke	Abou Jahjah Dyab	583228032160687	Facebook	f	Facebook	2	1	1998	0	198	0
Jesper Kamp Nielsen	Jesper Kamp Nielsen	137192416471991	Facebook	f	Facebook	2	1	1998	0	26	0
Aleksander Jevšek	Socialni demokrati (SD)	1459898434295068	Facebook	f	Facebook	2	1	1998	0	198	0
Erik Poulsen - kandidat til Europa-Parlamentet	Erik Poulsen - kandidat til Europa-Parlamentet	203735820417737	Facebook	f	Facebook	2	1	1998	0	26	0
Lancaster Green Councillors	Lancaster Green Councillors	482280301926914	Facebook	f	Facebook	2	1	1998	0	229	0
Camilla Kampmann	Kampmann Camila	1071071099585942	Facebook	f	Facebook	2	1	1998	0	26	0
Offida Solidarietà e Democrazia	Luigi Massa	210831259107734	Facebook	f	Facebook	2	1	1998	0	198	0
Bündnis 90/Die Grünen Anhalt-Bitterfeld	BÜNDNIS 90/DIE GRÜNEN Kreisverband Anhalt-Bitterfeld	409153932473503	Facebook	f	Facebook	2	1	1998	0	198	0
Jusos Freiburg	Jusos Freiburg	452121134820659	Facebook	f	Facebook	2	1	1998	0	198	0
Christel Schaldemose	Christel Schaldemose	424159230945271	Facebook	f	Facebook	2	1	1998	0	26	0
Antonio Brunetto	Antonio Brunetto	1906734892742698	Facebook	f	Facebook	2	1	1998	0	198	0
Stefano Passarini	Stefano Passarini	573828172688916	Facebook	f	Facebook	2	1	1998	0	198	0
USR Vaslui	Uniunea Salvați România	526411640878009	Facebook	f	Facebook	2	1	1998	0	41	0
Kathrine Olldag	Olldag Kathrine	810476755802044	Facebook	f	Facebook	2	1	1998	0	26	0
Podemos Molina de Segura	Podemos Molina de Segura	199656166909680	Facebook	f	Facebook	2	1	1998	0	198	0
Paolo Narcisi - Elezioni Europee 2019	Paolo Narcisi	267745780834375	Facebook	f	Facebook	2	1	1998	0	198	0
Stefania Monteverde in Europa	Stefania Monteverde	2880774605326482	Facebook	f	Facebook	2	1	1998	0	198	0
Joanna Szałata - Wybory 2019	Andrzej Ostrowski	337862966919194	Facebook	f	Facebook	2	1	1998	0	46	0
Grégory Vidal	Grégory Vidal	347251118652585	Facebook	f	Facebook	2	1	1998	0	198	0
Matthias Paul - Ihr Bürgermeisterkandidat für Burgdorf	Matthias Paul	587171618465873	Facebook	f	Facebook	2	1	1998	0	198	0
Leeds Green Party	Central & Outer Leeds Green Party	161057677319663	Facebook	f	Facebook	2	1	1998	0	229	0
Andrea Magnone	Andrea Magnone	371238803484196	Facebook	f	Facebook	2	1	1998	0	198	0
Podem Morvedre	PODEMOS.	249370875231775	Facebook	f	Facebook	2	1	1998	0	198	0
Greenock & Inverclyde SNP	Mark Saunders	642335515864888	Facebook	f	Facebook	2	1	1998	0	229	0
Rivivere Borgo con Sunil Pellanda Sindaco	Sunil Pellanda	592540437929912	Facebook	f	Facebook	2	1	1998	0	198	0
Dina Raabjerg - Kandidat til EU - En jysk stemme	Myrup Dina Hoff	262868500820455	Facebook	f	Facebook	2	1	1998	0	26	0
Jack Gebhard - Mayor of Morpeth	Jack Gebhard	106346843584832	Facebook	f	Facebook	2	1	1998	0	229	0
Matjaž Nemec	Socialni demokrati (SD)	642148249206716	Facebook	f	Facebook	2	1	1998	0	198	0
Sverigedemokraterna Norrtelje	Sverigedemokraterna Norrtelje	231584306927975	Facebook	f	Facebook	2	1	1998	0	18	0
VVD Leidschendam-Voorburg	VVD Leidschendam-Voorburg	498944610134140	Facebook	f	Facebook	2	1	1998	0	198	0
Piratenpartei Ansbach Weißenburg-Gunzenhausen	Piratenpartei Ansbach/Weißenburg-Gunzenhausen	113339232140512	Facebook	f	Facebook	2	1	1998	0	198	0
Leila Kechoud - Candidata al Parlamento europeo - 26 maggio 2019	Leila Kechoud	2247400732195775	Facebook	f	Facebook	2	1	1998	0	198	0
ÖDP Rems-Murr		166969103326187	Facebook	f	Facebook	2	1	1998	0	198	0
Per fortuna sono bianco	Maurizio Chierici	1698573850469214	Facebook	f	Facebook	2	1	1998	0	198	0
Fiona Nolan Fianna Fáil	Sweeney Simon Martin	2220109951652114	Facebook	f	Facebook	2	1	1998	0	198	0
Ökologisch-Demokratischer Pressedienst Nordrhein-Westfalen	Ökologisch-Demokratische Partei (ÖDP) 	105695189827319	Facebook	f	Facebook	2	1	1998	0	198	0
Dr. Horst Baier	Dr. Horst Baier	220262751399177	Facebook	f	Facebook	2	1	1998	0	198	0
SPD Eimsbüttel	SPD Hamburg	251214968313715	Facebook	f	Facebook	2	1	1998	0	198	0
Jacob Høfler	Høfler Jacob Juel	205247329953919	Facebook	f	Facebook	2	1	1998	0	26	0
Sebastian Mylsted-Schenstrøm - Venstre, Næstved	Mylsted-Schenstrøm Sebastian	437813842938863	Facebook	f	Facebook	2	1	1998	0	26	0
Αριστερή Πρωτοβουλία Γλυφάδας - με την αριστερά της ρήξης & της ανατροπής	Παναγιωτης Βασιλακης	271036136394392	Facebook	f	Facebook	2	1	1998	0	198	0
Groen West-Vlaanderen	Sabels Jordy	2498060896894670	Facebook	f	Facebook	2	1	1998	0	198	0
Bengasi Battisti	Carla Gambale	1234886286582199	Facebook	f	Facebook	2	1	1998	0	198	0
Heidi Bank	Heidi Farsoe Bank	1912736882278358	Facebook	f	Facebook	2	1	1998	0	26	0
Bündnis 90 / Die Grünen Kreisverband Ortenau	Domenic Markus Preukschas	195589923029	Facebook	f	Facebook	2	1	1998	0	198	0
Grüne Jugend Augsburg	Grüne Jugend Augsburg	102909819848567	Facebook	f	Facebook	2	1	1998	0	198	0
Kristdemokraterna i Marks kommun	Hermansson Per-Olof Ingvar	511527222310641	Facebook	f	Facebook	2	1	1998	0	18	0
Wolność - częstochowskie	KWW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY	836715293340164	Facebook	f	Facebook	2	1	1998	0	46	0
Lucas Zukunft	Zukunft Lucas Emil	458380827831211	Facebook	f	Facebook	2	1	1998	0	26	0
PNL Mures	EUROPA DNS	143378845861681	Facebook	f	Facebook	2	1	1998	0	41	0
Miljöpartiet de gröna i Malmö	Miljöpartiet de gröna i Malmö	1506025182942351	Facebook	f	Facebook	2	1	1998	0	18	0
Optimiste pour Bruxelles	MR - Mouvement Réformateur	570826640096148	Facebook	f	Facebook	2	1	1998	0	198	0
Hartiful - Pins and Patches	Kayleigh Hart	1862783580707663	Facebook	f	Facebook	2	1	1998	0	229	0
Errico Di Tillio - Anno Zero	Errico Di Tillio	418744215339376	Facebook	f	Facebook	2	1	1998	0	198	0
Marcin Bosacki	KWW Koalicja Europejska PO PSL SLD .N Zieloni	325783984956664	Facebook	f	Facebook	2	1	1998	0	46	0
Kristdemokraterna i Örebro län	Cesar Eje Alexander	430535663641398	Facebook	f	Facebook	2	1	1998	0	18	0
Llibertat Llucmajor	Alexandro Gaffar	332236716900076	Facebook	f	Facebook	2	1	1998	0	198	0
Rick Ulbricht	Rick Ulbricht 	256973711149074	Facebook	f	Facebook	2	1	1998	0	198	0
Danny Malkowski	Malkowski Danny Knudsen	1469658016633937	Facebook	f	Facebook	2	1	1998	0	26	0
MalnateSostenibile	Lista civica Malnate Sostenibile	397809613568460	Facebook	f	Facebook	2	1	1998	0	198	0
Kristdemokraterna på Gotland	Kristdemokraterna på Gotland	1375539726041747	Facebook	f	Facebook	2	1	1998	0	18	0
Vänsterpartiet Skåne	Vänsterpartiet Skåne	111566022258925	Facebook	f	Facebook	2	1	1998	0	18	0
Jens-Henrik Kirk	Kirk Jens-Henrik	683682235062292	Facebook	f	Facebook	2	1	1998	0	26	0
Podemos San Fernando de Henares	Podemos	918662134832058	Facebook	f	Facebook	2	1	1998	0	198	0
Jesús Santos	Podemos	1262476947185382	Facebook	f	Facebook	2	1	1998	0	198	0
Anne Honoré Østergaard	Ostergaard Anne Honore	1719764131664489	Facebook	f	Facebook	2	1	1998	0	26	0
SMER - SD Žarnovica	SMER - SD	349213355780190	Facebook	f	Facebook	2	1	1998	0	198	0
MiglioriAmo Fidenza	Daniele Aiello	704187586308052	Facebook	f	Facebook	2	1	1998	0	198	0
Jonas Bruns	Jonas Bruns	2138908233101805	Facebook	f	Facebook	2	1	1998	0	198	0
Junge Union Mannheim	Junge Union Mannheim	403423809690190	Facebook	f	Facebook	2	1	1998	0	198	0
Daniel Marinac		191781881583981	Facebook	f	Facebook	2	1	1998	0	176	0
Eurooppalainen Suomi ry	Eurooppalainen Suomi ry	163903613685550	Facebook	f	Facebook	2	1	1998	0	198	0
Patricia O' Dwyer	Selormey Kodzo Effui	1790264301045335	Facebook	f	Facebook	2	1	1998	0	198	0
Miljöpartiet de gröna Gävle	Johansson Evelina Sofia	127624557250669	Facebook	f	Facebook	2	1	1998	0	18	0
Unidas por Collado Villalba	Unidas Podemos Collado Villalba	2292665334345095	Facebook	f	Facebook	2	1	1998	0	198	0
Stop Korki na Bałuckiego		204126866871498	Facebook	f	Facebook	2	1	1998	0	46	0
Studio Masażu i Fizjoterapii	Bożena Barbara Bartela-Citak	1704799239844675	Facebook	f	Facebook	2	1	1998	0	46	0
Per Chiesina Uzzanese	Per Chiesina Uzzanese - Di Nuovo Insieme	1402850209999395	Facebook	f	Facebook	1	1	999	0	99	0
Θοδωρής Δουλουμπέκης - Theodore Douloumpekis	Theodoros Douloumpekis 	310648756200075	Facebook	f	Facebook	1	1	999	0	99	0
Daniela Ruffino	Paolo Peira	1408192702783124	Facebook	f	Facebook	1	1	999	0	99	0
Louis O'Hara - Sinn Féin	O'HARA LOUIS JOSEPH	290382001169403	Facebook	f	Facebook	1	1	999	0	99	0
Elena Piastra	Elena Piastra	280700035833011	Facebook	f	Facebook	1	1	999	0	99	0
LKR Kreisverband Konstanz	Günther Hückmann	735906753281103	Facebook	f	Facebook	1	1	999	0	99	0
Sanja Radolović	Radolovic Sanja	508755779649081	Facebook	f	Facebook	1	1	999	0	99	0
Luke Crowley-Holland	CROWLEY-HOLLAND LUKE	404745130303486	Facebook	f	Facebook	1	1	999	0	99	0
Arianna Verucci Candidata Europee 2019	Arianna Verucci	351797152405843	Facebook	f	Facebook	1	1	999	0	99	0
Kristdemokraterna Täby	Kristdemokraterna Täby	500140550093378	Facebook	f	Facebook	1	1	999	0	9	0
Pieter-Jan Verhoye	Verhoye Pieter-Jan	300513937202082	Facebook	f	Facebook	1	1	999	0	99	0
Elisabetta Fatuzzo	Elisabetta Fattuzo	648451052262295	Facebook	f	Facebook	1	1	999	0	99	0
Ελένη Γαζή - υποψήφια ευρωβουλευτής ΑΚΚΕΛ	Dimitrios Pechlivanidis	2260431744198537	Facebook	f	Facebook	1	1	999	0	99	0
Christophe Calis	Calis Christophe Koenraad R.	2396791870539800	Facebook	f	Facebook	1	1	999	0	99	0
Vänsterpartiet Helsingborg	Mattiasson Saarinen Ingrid Kristina	732887920091032	Facebook	f	Facebook	1	1	999	0	9	0
Maciej Małecki	Maciej Małecki 	533251443444200	Facebook	f	Facebook	1	1	999	0	23	0
DIE LINKE. Dresden	DIE LINKE. Dresden	101065286702367	Facebook	f	Facebook	1	1	999	0	99	0
Magyar Fórum - Maďarské fórum	Simon Zsolt	522186401540084	Facebook	f	Facebook	1	1	999	0	99	0
Prof Luca Avagnina	Avagnina Luca	1081529978655352	Facebook	f	Facebook	1	1	999	0	99	0
Gabriele Padovani	Andrea Liverani	1559045154349568	Facebook	f	Facebook	1	1	999	0	99	0
Αντωνιάδου Αθηνά	Αθηνα Αντωνιαδου	2058682324431724	Facebook	f	Facebook	1	1	999	0	99	0
Partei der Humanisten Bremen	Axel Börold	1477347775705985	Facebook	f	Facebook	1	1	999	0	99	0
CD&V Limburg	CD&V Limburg	495564387205601	Facebook	f	Facebook	1	1	999	0	99	0
Bram Heylen	Heylen Bram	812636525751167	Facebook	f	Facebook	1	1	999	0	99	0
Claudio Fochi consigliere M5S	Claudio Fochi	509365529239515	Facebook	f	Facebook	1	1	999	0	99	0
Doprava	DOPRAVA	184971192157634	Facebook	f	Facebook	1	1	999	0	99	0
déi gréng	déi gréng	21710789873	Facebook	f	Facebook	1	1	999	0	99	0
Mairéad Farrell - Sinn Féin	Farrell Mairead	213927028776676	Facebook	f	Facebook	1	1	999	0	99	0
Torben Overgaard	Nielsen Torben Kirk Overgaard	766828280077855	Facebook	f	Facebook	1	1	999	0	13	0
Rihards Kols	Rihards Kols	960297957323800	Facebook	f	Facebook	1	1	999	0	99	0
Κώστας Ζώμπος / Γαλάτσι. Ζούμε εδώ	Κώστας Ζώμπος	107144245980503	Facebook	f	Facebook	1	1	999	0	99	0
Sébastien Dewailly	Sébastien Dewailly	347034845930735	Facebook	f	Facebook	1	1	999	0	99	0
Insieme per Montefiore	Insieme per Montefiore	935704169936444	Facebook	f	Facebook	1	1	999	0	99	0
Insieme Per Magliano	Insieme per Magliano	817291631982195	Facebook	f	Facebook	1	1	999	0	99	0
Cllr Gillian Sharples	Miss Gillian Frances Sharples	347234755730703	Facebook	f	Facebook	1	1	999	0	114	0
Forza Italia Cecina		207881243771	Facebook	f	Facebook	1	1	999	0	99	0
Malin Forsbrand kommunalråd Vaxholm	Forsbrand Malin Kristina	298053177394356	Facebook	f	Facebook	1	1	999	0	9	0
Coalizione Civica Ferrara	Coalizione Civica per Ferrara	431281497628012	Facebook	f	Facebook	1	1	999	0	99	0
Daniel Nyboe Andersen	Andersen Daniel Nyboe	337594876360078	Facebook	f	Facebook	1	1	999	0	13	0
Antonio Sacchi candidato consigliere comunale	Antonio Sacchi	1579919362232744	Facebook	f	Facebook	1	1	999	0	99	0
Henrik Sass Larsen	Socialdemokratiet	530069377053107	Facebook	f	Facebook	1	1	999	0	13	0
Karsten Hilse	Karsten Hilse 	358099231236311	Facebook	f	Facebook	1	1	999	0	99	0
Daniele Baglione	Daniele Baglione	301747710209067	Facebook	f	Facebook	1	1	999	0	99	0
Gerald Loacker	Gerald Loacker	457682787636207	Facebook	f	Facebook	1	1	999	0	99	0
Onda - Recco	Onda - Recco	538021029594910	Facebook	f	Facebook	1	1	999	0	99	0
Southampton Green Party	Joseph  William Cox	347038758816735	Facebook	f	Facebook	1	1	999	0	114	0
Per Casier - Guardati Sindaco	Simona Guardati	1424962564426141	Facebook	f	Facebook	1	1	999	0	99	0
Simon Zsolt	Simon Zsolt	281189505375741	Facebook	f	Facebook	1	1	999	0	99	0
Τζώρτζια Κωνσταντίνου-Παναγιώτου / Georgia Constantinou-Panayiotou		Georgia Constantinou Panayiotou	270213387069072	Facebook	f	Facebook	1	1	999	0	99	0
Miljöpartiet de gröna i Solna	Bernhard Huber	183031871858967	Facebook	f	Facebook	1	1	999	0	9	0
Dr. Hagen Brauer	Dr. Hagen Brauer	2028232547252504	Facebook	f	Facebook	1	1	999	0	99	0
Vlaams Belang Jongeren	Vlaams Belang Jongeren	203903005659	Facebook	f	Facebook	1	1	999	0	99	0
PP Aljaraque	Javier Aparicio	777735922339731	Facebook	f	Facebook	1	1	999	0	99	0
Esquerra d'Amposta	Esquerra Republicana	716042308461017	Facebook	f	Facebook	1	1	999	0	99	0
Evi Robert voor Europa	Robert Evi Melanie	277540613176324	Facebook	f	Facebook	1	1	999	0	99	0
Franc Hočevar	Socialni demokrati (SD)	314250359445858	Facebook	f	Facebook	1	1	999	0	99	0
Ljubica Jelušič	Socialni demokrati (SD)	400257777082904	Facebook	f	Facebook	1	1	999	0	99	0
Troels Ravn	Ravn Troels	526616710705073	Facebook	f	Facebook	1	1	999	0	13	0
Corinna Miazga	Corinna Miazga	1720472504912063	Facebook	f	Facebook	1	1	999	0	99	0
Allon Hein Sørensen - Alternativet	Sorensen Allon Hein	1327955487287048	Facebook	f	Facebook	1	1	999	0	13	0
Thue Grum-Schwensen i EU	Grum-Schwensen Thue	1924899181139876	Facebook	f	Facebook	1	1	999	0	13	0
Carles Ruiz Novella	Partit dels Socialistes de Catalunya	157520837699129	Facebook	f	Facebook	1	1	999	0	99	0
Christian Dax	SPÖ Burgenland	1232990493514860	Facebook	f	Facebook	1	1	999	0	99	0
Jelmen Haaze	Haaze Jelmen Ed T	628369674250461	Facebook	f	Facebook	1	1	999	0	99	0
Carmarthenshire Liberal Democrats	Christopher David W Passmore	585876841564510	Facebook	f	Facebook	1	1	999	0	114	0
Luigi Pantisano	Luigi Pantisano	1006758069529993	Facebook	f	Facebook	1	1	999	0	99	0
Fridays For Future - Forlì	Fridays For Future Forlì	834339196918688	Facebook	f	Facebook	1	1	999	0	99	0
Jussi Mäkipelto - Eurovaaliehdokas 105 - Liberaalipuolue	Makipel To Jussi Markus	1057558317751103	Facebook	f	Facebook	1	1	999	0	99	0
Adnan Dibrani till Bryssel	Ghafari Sebastian	1308296045984813	Facebook	f	Facebook	1	1	999	0	9	0
Dansk Vegetarisk Forening - DVF	Dansk Vegetarisk Forening - DVF	138978072648	Facebook	f	Facebook	1	1	999	0	13	0
FDP NRW	FDP NRW	282800387209	Facebook	f	Facebook	1	1	999	0	99	0
Councillor Tom Ashton	Thomas Ashton, Dunscroft, Main Road, Wrangle, Boston, Lincolnshire UK. PE22 9AZ	301790566852530	Facebook	f	Facebook	1	1	999	0	114	0
Grüne Frankenthal	Bündnis 90/Die Grünen Kreisverband Frankenthal	1890824571150959	Facebook	f	Facebook	1	1	999	0	99	0
SPD Berlin	SPD Berlin	134137749971478	Facebook	f	Facebook	1	1	999	0	99	0
Θάλεια Μπρέντα - Υποψήφια Ευρωβουλευτής	Αικατερινη Γκιαλη	2481134885232513	Facebook	f	Facebook	1	1	999	0	99	0
SPD-Unterbezirk Landkreis Harburg	SPD-Landkreis Harburg	131320197513529	Facebook	f	Facebook	1	1	999	0	99	0
Liberalerna Malmö	Karlson Christoffer Johan	109988009048564	Facebook	f	Facebook	1	1	999	0	9	0
AfD Hamburg-Bergedorf	Eugen Seiler 	179649492694260	Facebook	f	Facebook	1	1	999	0	99	0
N-VA Mol	N-VA Mol	293016180727875	Facebook	f	Facebook	1	1	999	0	99	0
Kristdemokraterna Lysekil	Kristdemokraterna	347568685423907	Facebook	f	Facebook	1	1	999	0	9	0
VVD Tytsjerksteradiel		971443309666536	Facebook	f	Facebook	1	1	999	0	99	0
Roland Theis	CDU Saar	792165517819607	Facebook	f	Facebook	1	1	999	0	99	0
Sien Vandevelde	Vandevelde Sien Natalie S	1716420288443469	Facebook	f	Facebook	1	1	999	0	99	0
Forza Italia Pontedera	Alessandro Tantussi	398070784329706	Facebook	f	Facebook	1	1	999	0	99	0
Energiewirtschaft einfach	Carsten Eckart 	2314352768828496	Facebook	f	Facebook	1	1	999	0	99	0
Αφροδίτη Μπλέτα-Afroditi Bleta	Afroditi Bleta	565688613941809	Facebook	f	Facebook	1	1	999	0	99	0
The Jewellery App	Daren Daniels 	330299034102328	Facebook	f	Facebook	1	1	999	0	114	0
CDU Lohmar	CDU Lohmar	870550286426379	Facebook	f	Facebook	1	1	999	0	99	0
Jens Bennarend 4 Europe	Jens Bennarend 	607719632994986	Facebook	f	Facebook	1	1	999	0	99	0
Elżbieta Stępień Posłanka na Sejm RP kandydatka do Parlamentu Europejskiego	KKW Koalicja Europejska Platforma SLD PSL .N Zieloni	888587617855300	Facebook	f	Facebook	1	1	999	0	23	0
Solutions Énergétiques de France		146021859351766	Facebook	f	Facebook	1	1	999	0	99	0
Democratici Civici Muggiò	Democratici Civici - Muggiò con Testa	2191838891068698	Facebook	f	Facebook	1	1	999	0	99	0
Kim Aluwé	Aluwé Kim Lilianna M	266386214287406	Facebook	f	Facebook	1	1	999	0	99	0
Romilda Baldacchino Zarb	Romilda Baldacchino Zarb	295310111175191	Facebook	f	Facebook	1	1	999	0	99	0
SPD Willich	Lukas Maaßen	153280254743848	Facebook	f	Facebook	1	1	999	0	99	0
Equo Region Murcia	#PodemosEquo Región de Murcia	134332526643687	Facebook	f	Facebook	1	1	999	0	99	0
Ginés Ruiz Maciá	Podemos Murcia	544345212751615	Facebook	f	Facebook	1	1	999	0	99	0
Podemos Valdemoro	Podemos	2295459857184660	Facebook	f	Facebook	1	1	999	0	99	0
Flavio Tosi - Verona	Flavio Tosi	438871629962518	Facebook	f	Facebook	1	1	999	0	99	0
Kreitler-Sas Máté	Kreitler-Sas Máté	1499582216806964	Facebook	f	Facebook	1	1	999	0	1	0
Marta Lempart	KW Wiosna Roberta Biedronia	760311647468570	Facebook	f	Facebook	1	1	999	0	23	0
De Liberalisten	Jorick Werkhoven	193566098045383	Facebook	f	Facebook	1	1	999	0	99	0
Paola Sardella per Montesilvano	Paola Sardella	391653771685610	Facebook	f	Facebook	1	1	999	0	99	0
Δρόσος Α. Δημήτριος - Υποψήφιος Ευρωβουλευτής ΜέΡΑ25	Δημητριος Δροσος	255454748717785	Facebook	f	Facebook	1	1	999	0	99	0
UKIP Bishop Auckland	ALAN JOJ'Y BREEZE	185015221854196	Facebook	f	Facebook	1	1	999	0	114	0
Vaslui pentru integritate		264022660693842	Facebook	f	Facebook	1	1	999	0	20	0
E.U. Thinking: Deal + Dover	cttee of E.U.Thinking: Deal + Dover	1174824375881755	Facebook	f	Facebook	1	1	999	0	114	0
Joan Ribó	Compromís	136302299749630	Facebook	f	Facebook	1	1	999	0	99	0
Βαγγέλης Βαβουλιώτης	Βαβουλιωτης Αθανασιος	386756061904875	Facebook	f	Facebook	1	1	999	0	99	0
CDU Stadtverband Nauen	CDU Nauen	425338230825019	Facebook	f	Facebook	1	1	999	0	99	0
PD Bovisio Masciago	Circolo Partito Democratico Bovisio Masciago	415837031877100	Facebook	f	Facebook	1	1	999	0	99	0
Vincent De Wolf	Vincent Gilles De Wolf	399983396831282	Facebook	f	Facebook	1	1	999	0	99	0
Graziano Frigeri Blog	Graziano Frigeri	102686153435265	Facebook	f	Facebook	1	1	999	0	99	0
Perth4Europe	Susannah Clare Rae	1050896375014974	Facebook	f	Facebook	1	1	999	0	114	0
Maurice Hoogeveen	Hoogeveen Willem M	577556976024596	Facebook	f	Facebook	1	1	999	0	99	0
Ecolo au coeur du changement - Province de Liège	Ecolo - province de Liège 	580163825784309	Facebook	f	Facebook	1	1	999	0	99	0
Massimiliano Panizzut Zut	Massimiliano Panizzut	2051353585112195	Facebook	f	Facebook	1	1	999	0	99	0
Gutenberg Unbound	Gutenberg Unbound (apolitical apparel and accessories web-store)	2189982847933458	Facebook	f	Facebook	1	1	999	0	114	0
EuropaVerde - Comitato VDA Possibile	Fabio Protasoni	1072259289458677	Facebook	f	Facebook	1	1	999	0	99	0
Elena Allué ZGZ	Partido Aragonés	1066267686904935	Facebook	f	Facebook	1	1	999	0	99	0
Yildiz Akdogan	Yildiz Akdogan	181106225260438	Facebook	f	Facebook	1	1	999	0	13	0
Cllr Mike Diamond	Cllr Mike Diamond 	1768404463408418	Facebook	f	Facebook	1	1	999	0	114	0
Stijn De Roo	De Roo Stijn Emiel E	251722678703408	Facebook	f	Facebook	1	1	999	0	99	0
Liste Teilhabe und Inklusion	Liste Teilhabe und Inklusion	788622944854002	Facebook	f	Facebook	1	1	999	0	99	0
Birgit Sippel	Birgit Sippel	319398621464329	Facebook	f	Facebook	1	1	999	0	99	0
Tom McNeil	Thomas Benjamin Mcneil	1799561767025031	Facebook	f	Facebook	1	1	999	0	114	0
Bana Tibor	Országgyűlés Hivatala Jobbik Frakció	184890488198962	Facebook	f	Facebook	1	1	999	0	1	0
Νέα Ελληνική Ορμή	Evangelia Palaiokosta	314073952467513	Facebook	f	Facebook	1	1	999	0	99	0
Asseri Kinnunen	Kinnunen Henri Asseri	1159967857373678	Facebook	f	Facebook	1	1	999	0	99	0
DIE LINKE. Eisenberg und Umgebung	Knut Meenzen	1014856435381833	Facebook	f	Facebook	1	1	999	0	99	0
Ionel Bogdan	Rus Alexandra	1449284915381234	Facebook	f	Facebook	1	1	999	0	20	0
Roberto Bazzarello	Roberto Bazzarello	281871691915011	Facebook	f	Facebook	1	1	999	0	99	0
NEOS Niederösterreich	NEOS Niederösterreich	441223455916739	Facebook	f	Facebook	1	1	999	0	99	0
Miljöpartiet de gröna i Katrineholm	Miljöpartiet de gröna i Katrineholm	744040148974429	Facebook	f	Facebook	1	1	999	0	9	0
Kóber György	Gyuri Kóber	456306857778653	Facebook	f	Facebook	1	1	999	0	3	1
Samuele Siano		284538688712114	Facebook	f	Facebook	1	1	999	0	99	0
Maric politik	Marić Maria Charlotta	389748451834422	Facebook	f	Facebook	1	1	999	0	9	0
BÜNDNIS 90/DIE GRÜNEN Köthen	BÜNDNIS 90/DIE GRÜNEN Kreisverband Anhalt-Bitterfeld	674211959665855	Facebook	f	Facebook	1	1	999	0	99	0
Natalie Eggermont	PVDA	415595709204858	Facebook	f	Facebook	1	1	999	0	99	0
CDU Niederzissen	CDU Niederzissen	701331996576388	Facebook	f	Facebook	1	1	999	0	99	0
Arci Torino	Arci Torino	1521404598105232	Facebook	f	Facebook	1	1	999	0	99	0
Diego Banti - Candidato al Consiglio Comunale di Collesalvetti	Diego Banti	656768971418493	Facebook	f	Facebook	1	1	999	0	99	0
Bernhard Daldrup		392079271343256	Facebook	f	Facebook	1	1	999	0	99	0
Red Party of Scotland	Red Party of Scotland	405070253350573	Facebook	f	Facebook	1	1	999	0	114	0
Scottish Borders Green Party	Catriona Isabella Hamilton	386646754850062	Facebook	f	Facebook	1	1	999	0	114	0
